,working_hours,location,model,const_year,extension,price
2241,10200,GB,D6,2015,T,149618
2242,19000,PL,D6,2006,M,48860
2243,15000,NL,D6,2009,T,67900
2244,3415,DE,D6,2018,K,177600
2245,14807,DE,D6,2002,M,52900
2246,9552,IT,D6,2013,T,135000
2247,12000,RO,D6,2012,T,99000
2248,10700,PL,D6,2009,N,75880
2249,15650,FR,D6,2003,N,54900
2250,14184,PL,D6,2008,N,58001
2251,18000,ES,D6,2003,R,70000
2252,14273,NO,D6,2010,T,97310
2253,9757,ES,D6,2013,N,145000
2254,12000,BY,D6,2006,N,65000
2255,13054,NL,D6,2014,T,97500
2256,13754,PL,D6,2007,N,63639
2257,10351,NL,D6,2014,T,114800
2258,6185,NL,D6,2017,N,169500
2259,3600,DE,D6,2018,K,177600
2260,8800,BE,D6,2012,T,140000
2261,13200,GR,D6,2007,R,98000
2262,11222,PL,D6,2006,R,78986
2263,12100,HU,D6,2012,T,111977
2264,20071,NL,D6,2002,M,34800
2265,15000,GB,D6,2004,R,46455
2266,3290,GB,D6,2011,N,164729
2267,8805,BE,D6,2012,T,131501
2268,6775,BE,D6,2018,R,165000
2269,9800,RO,D6,2011,N,64900
2270,22719,IT,D6,2002,R,57000
2271,6779,DE,D6,2010,T,104890
2272,7800,SK,D6,2016,T,165000
2273,16000,GB,D6,2012,T,83480
2274,11248,GB,D6,2015,T,125309
2275,6457,GB,D6,2015,N,140823
2276,7339,BE,D6,2012,T,95000
2277,14900,BE,D6,2011,T,64900
2278,7004,GB,D6,2016,T,155144
2279,7274,GB,D6,2015,N,113375
2280,7384,GB,D6,2015,N,106811
2281,21000,GB,D6,2006,R,61759
2282,10086,GB,D6,2018,T,155144
2283,17911,FI,D6,2002,R,48000
2284,16000,TR,D6,2012,R,90000
2285,5036,GB,D6,2012,T,175417
2286,11238,NL,D6,2012,N,91500
2287,10249,NL,D6,2015,T,114000
2288,4053,BE,D6,2016,T,195000
2289,2500,NL,D6,2012,T,177000
2290,5400,PL,D6,2012,N,115576
2291,10900,GB,D6,2011,T,119001
2292,7410,NO,D6,2010,T,113403
2293,2450,FI,D6,2016,K,145000
2294,2380,UA,D6,2020,M,180000
2295,13500,UA,D6,2007,R,104000
2296,9461,PL,D6,2019,T,222000
2297,7294,BE,D6,2014,T,129000
2298,5400,PL,D6,2013,N,117700
2299,3620,FR,D6,2013,K,70000
2300,20000,HU,D6,2007,N,70000
2301,19382,HU,D6,2002,M,25000
2302,9331,BE,D6,2010,T,84000
2303,13494,NL,D6,2007,R,64900
2304,10742,NL,D6,2009,N,69500
2305,11438,NL,D6,2007,N,49800
2306,13620,HU,D6,2002,M,38972
2307,5896,DE,D6,2013,N,117890
2308,7621,IT,D6,2005,N,78000
2309,16250,ES,D6,2003,R,95000
2310,9699,ES,D6,2014,K,86000
2311,19662,HU,D6,2006,R,77000
2312,9500,RO,D6,2011,R,49000
2313,13500,DE,D6,2014,T,95900
2314,3975,DE,D6,2012,N,139950
2315,14324,GB,D6,2014,T,90000
2316,14874,GB,D6,2013,N,75000
2317,9316,LT,D6,2011,N,72500
2318,13537,DE,D6,2015,N,79500
2319,11700,BE,D6,2012,T,69000
2320,18000,UA,D6,2002,M,65000
2321,10400,NL,D6,2016,N,154000
2322,4661,DE,D6,2017,N,179900
2323,11000,LV,D6,2007,R,73500
2324,15700,SE,D6,2007,R,75913
2325,11000,RU,D6,2007,R,100399
2326,17400,PL,D6,2007,N,43110
2327,7176,PL,D6,2017,N,154700
2328,19083,PL,D6,2007,N,59264
2329,5874,FR,D6,2012,N,160000
2330,8956,BE,D6,2012,N,94000
2331,13752,DE,D6,2011,T,86000
2332,14200,HU,D6,2007,R,60500
2333,3540,DE,D6,2017,N,179000
2334,9223,BE,D6,2011,N,84900
2335,5487,FR,D6,2014,N,165000
2336,5060,RO,D6,2006,N,138000
2337,14500,GE,D6,2006,N,53500
2338,12010,BE,D6,2013,N,99000
2339,8865,NO,D6,2016,T,175173
2340,13873,NL,D6,2003,N,43000
2341,2923,DE,D6,2013,K,79900
2342,3614,DE,D6,2013,K,78900
2343,13302,UA,D6,2008,N,73110
2344,8321,UK,D6,2016,T,155666
2345,2800,PL,D6,2018,K,118475
2346,16600,NL,D6,2005,N,49500
2347,19000,TR,D6,2004,R,68000
2348,12370,UA,D6,2013,T,159000
2349,7803,GE,D6,2013,T,154186
2350,10472,NL,D6,2012,N,97500
2351,7335,NL,D6,2016,K,89500
2352,4273,FR,D6,2012,T,110000
2353,17097,DE,D6,2007,R,55000
2354,6440,DE,D6,2015,K,81500
2355,5583,NL,D6,2014,N,112000
2356,9980,DE,D6,2003,R,65000
2357,8684,UK,D6,2014,T,112674
2358,8195,NL,D6,2015,T,129500
2359,12100,DE,D6,2007,N,61900
2360,11000,ES,D6,2007,R,91500
2361,12580,ES,D6,2012,T,65000
2362,10200,ES,D6,2014,T,72000
2363,16500,UA,D6,2013,N,101000
2364,11400,DE,D6,2008,N,53000
2365,6980,NL,D6,2007,R,71500
2366,2467,FR,D6,2019,N,220000
2367,7000,LT,D6,2009,N,59000
2368,4600,LT,D6,2013,N,72000
2369,23006,HU,D6,2005,N,54640
2370,13976,PL,D6,2012,N,80000
2371,10500,ES,D6,2008,R,70000
2372,21000,RO,D6,2002,R,31900
2373,20342,PL,D6,2010,N,71000
2374,10065,NL,D6,2008,T,67500
2375,17901,NL,D6,2010,N,59000
2376,8795,NL,D6,2005,N,59500
2377,11000,RU,D6,2011,T,162607
2378,9751,ES,D6,2013,N,158000
2379,3041,IT,D6,2017,K,159000
2380,14418,LT,D6,2008,K,46000
2381,8940,EE,D6,2012,K,68000
2382,18282,NL,D6,2008,N,49500
2383,17459,FR,D6,2002,M,42000
2384,8963,NL,D6,2010,K,52800
2385,12475,NO,D6,2013,T,104047
2386,7500,PL,D6,2008,R,92107
2387,18629,IT,D6,2006,N,15000
2388,16409,IT,D6,2003,N,15000
2389,20629,PL,D6,2010,N,43000
2390,3564,PL,D6,2018,N,219489
2391,10865,NL,D6,2011,T,89500
2392,4820,FR,D6,2014,N,152000
2393,4592,LT,D6,2017,K,110400
2394,4756,DE,D6,2016,T,175000
2395,11500,HU,D6,2013,N,103000
2396,11506,NL,D6,2007,N,43500
2397,13332,NL,D6,2005,R,59800
2398,13074,NL,D6,2007,R,62900
2399,16640,NL,D6,2005,N,47900
2400,13215,PL,D6,2013,N,94990
2401,16000,PL,D6,2007,N,57586
2402,7053,NL,D6,2017,N,165000
2403,12769,NL,D6,2014,N,78000
2404,16496,NL,D6,2008,R,57900
2405,11600,PL,D6,2008,R,52000
2406,7946,FR,D6,2013,N,110000
2407,4956,FR,D6,2018,N,205000
2408,2300,LT,D6,2018,K,139500
2409,13183,NL,D6,2014,N,79500
2410,13200,DE,D6,2004,R,78900
2411,5040,DE,D6,2016,T,198000
2412,17700,PL,D6,2006,N,35000
2413,20824,LV,D6,2003,N,42000
2414,3621,RU,D6,2013,K,119591
2415,8600,DE,D6,2005,R,71500
2416,3900,FR,D6,2016,T,225000
2417,13834,NL,D6,2008,T,75900
2418,11456,NL,D6,2008,R,74500
2419,8766,NL,D6,2015,T,129500
2420,4300,SE,D6,2017,N,214838
2421,8026,FR,D6,2014,N,127000
2422,16694,PL,D6,2006,N,53470
2423,9450,FR,D6,2002,R,64500
2424,10300,FI,D6,2011,T,129000
2425,12311,NL,D6,2012,T,93500
2426,9400,ES,D6,2015,T,125000
2427,15000,ES,D6,2007,R,75000
2428,9650,CZ,D6,2011,K,88702
2429,7883,FR,D6,2011,N,83900
2430,15202,NL,D6,2005,N,47800
2431,6345,FR,D6,2015,T,215000
2432,4443,FR,D6,2014,T,230000
2433,7500,GB,D6,2013,T,135000
2434,3537,PL,D6,2019,N,184000
2435,10189,FR,D6,2012,N,84500
2436,13026,NL,D6,2014,R,72800
2437,23890,GR,D6,2003,R,74000
2438,11407,NL,D6,2013,N,92500
2439,12900,PL,D6,2015,T,87000
2440,6400,PL,D6,2015,K,92000
2441,10000,PL,D6,2008,N,71000
2442,8700,BG,D6,2012,N,160000
2443,9246,FR,D6,2014,N,150000
2444,2384,CH,D6,2019,N,221732
2445,17167,PL,D6,2002,R,48051
2446,17270,PL,D6,2007,N,58991
2447,9509,RU,D6,2012,N,150474
2448,12500,DK,D6,2008,N,23585
2449,4993,FR,D6,2010,T,150000
2450,13576,NL,D6,2015,N,92500
2451,10462,NL,D6,2016,N,109000
2452,6775,DE,D6,2011,K,89000
2453,8903,NL,D6,2011,T,76900
2454,15593,NL,D6,2010,K,52800
2455,8176,FR,D6,2012,N,87000
2456,8892,FR,D6,2011,N,88000
2457,11900,PL,D6,2010,N,57500
2458,15013,LT,D6,2008,K,49000
2459,22355,NL,D6,2006,N,47800
2460,11626,NL,D6,2011,K,76500
2461,9300,EE,D6,2010,N,39000
2462,7345,BE,D6,2015,N,119000
2463,13338,NL,D6,2013,K,69500
2464,2238,DE,D6,2018,K,145000
2465,13575,NL,D6,2007,R,62900
2466,8017,DE,D6,2006,R,69500
2467,7505,AT,D6,2014,K,123000
2468,7581,RO,D6,2014,T,110500
2469,14803,PL,D6,2007,N,74550
2470,8959,NL,D6,2010,K,43000
2471,8660,FI,D6,2008,K,110102
2472,10735,HU,D6,2014,N,134625
2473,9480,FR,D6,2002,R,70
2474,7700,IT,D6,2014,N,115000
2475,4000,CZ,D6,2018,K,158000
2476,9032,RO,D6,2007,K,79900
2477,11967,AT,D6,2006,N,61800
2478,12831,PL,D6,2002,M,35740
2479,22897,HU,D6,2005,N,68958
2480,15620,PL,D6,2007,N,58500
2481,20450,RU,D6,2010,R,81813
2482,7296,PL,D6,2014,N,112643
2483,17000,RU,D6,2012,R,86626
2484,5920,PL,D6,2014,N,150165
2485,9900,ES,D6,2008,K,69500
2486,9600,RO,D6,2014,N,125000
2487,19500,NL,D6,2003,R,50000
2488,16380,PL,D6,2008,R,58000
2489,10600,SE,D6,2010,T,102999
2490,10145,NO,D6,2013,T,130269
2491,2100,HU,D6,2015,T,175000
2492,15900,BE,D6,2010,T,69900
2493,10500,PL,D6,2008,N,64000
2494,12500,RU,D6,2013,N,92100
2495,13264,PL,D6,2012,N,79731
2496,11500,HU,D6,2002,M,44900
2497,9500,RO,D6,2009,R,49000
2498,6200,LT,D6,2010,K,58500
2499,14745,PL,D6,2007,N,64440
2500,6730,PL,D6,2016,N,176063
2501,10800,SE,D6,2011,N,117603
2502,11126,HU,D6,2014,K,103035
2503,13900,ES,D6,2011,T,100000
2504,20400,FI,D6,2007,R,71000
2505,11000,RO,D6,2009,N,46500
2506,7942,PL,D6,2016,K,73108
2507,11000,SE,D6,2013,N,111994
2508,6805,IT,D6,2017,T,187500
2509,3276,UK,D6,2019,N,215251
2510,8854,UK,D6,2015,T,127115
2511,9328,DE,D6,2010,T,107900
2512,3600,RO,D6,2009,N,31000
2513,7343,HU,D6,2015,N,129100
2514,16000,PL,D6,2009,N,77400
2515,13083,PL,D6,2008,N,60830
2516,10459,UA,D6,2011,T,85000
2517,9500,UA,D6,2005,R,65900
2518,19072,NL,D6,2006,N,46800
2519,14952,NL,D6,2007,R,65000
2520,6058,PL,D6,2018,T,169574
2521,15415,UA,D6,2012,N,99000
2522,21000,PL,D6,2008,T,61470
2523,9900,RO,D6,2003,M,36000
2524,9047,BE,D6,2009,T,96000
2525,6658,DE,D6,2016,K,115000
2526,9265,FR,D6,2012,N,89600
2527,17095,PL,D6,2007,N,65250
2528,7942,PL,D6,2013,K,72010
2529,10601,FR,D6,2011,N,84000
2530,12300,SE,D6,2009,T,68602
2531,20580,ES,D6,2003,R,65000
2532,7454,SK,D6,2016,T,176000
2533,5652,PL,D6,2003,M,67290
2534,14135,NO,D6,2010,T,96496
2535,12000,UA,D6,2005,N,75300
2536,15700,PL,D6,2008,N,58660
2537,14000,PL,D6,2002,M,88520
2538,11800,UA,D6,2007,N,88000
2539,21736,NL,D6,2008,N,47000
2540,10000,RO,D6,2013,N,125000
2541,4500,LT,D6,2014,K,60500
2542,16330,PL,D6,2007,R,52680
2543,12000,UA,D6,2012,T,130500
2544,11200,UA,D6,2011,T,128000
2545,9232,IT,D6,2007,N,79000
2546,15998,NL,D6,2010,T,69800
2547,22000,UA,D6,2002,R,89000
2548,22000,UA,D6,2009,T,299
2549,16000,UA,D6,2006,R,97000
2550,15000,UA,D6,2006,R,299
2551,12000,UA,D6,2009,T,120000
2552,3800,PL,D6,2007,K,89650
2553,9336,PL,D6,2011,N,87430
2554,11770,NL,D6,2008,T,85000
2555,4892,DE,D6,2017,N,169000
2556,6946,DE,D6,2014,T,123900
2557,8020,DE,D6,2014,T,129000
2558,11200,ES,D6,2007,N,82000
2559,8971,FR,D6,2008,T,79900
2560,4800,LT,D6,2013,N,75500
2561,4332,DE,D6,2014,N,136000
2562,10600,DE,D6,2013,T,108000
2563,6016,DE,D6,2016,N,149889
2564,3694,FR,D6,2016,T,225000
2565,10000,IT,D6,2009,T,77000
2566,12000,PL,D6,2008,N,70892
2567,9861,LV,D6,2004,N,40000
2568,10000,PL,D6,2002,R,44286
2569,10822,PL,D6,2013,T,100800
2570,17500,ES,D6,2013,T,65000
2571,17500,FI,D6,2002,R,44355
2572,10285,RU,D6,2008,T,88811
2573,19200,PL,D6,2006,N,59372
2574,9900,RU,D6,2014,R,156740
2575,13900,PL,D6,2010,K,61588
2576,3606,PL,D6,2017,N,209797
2577,15200,PL,D6,2010,N,63582
2578,8435,EE,D6,2004,N,85000
2579,11050,PL,D6,2007,K,67000
2580,13743,ES,D6,2011,T,84900
2581,13000,PL,D6,2012,N,87951
2582,11430,PL,D6,2010,N,79743
2583,12000,ES,D6,2002,R,65000
2584,9000,RO,D6,2009,K,49900
2585,3057,PL,D6,2019,N,208000
2586,3328,PL,D6,2019,N,197000
2587,19070,PL,D6,2007,N,59340
2588,2318,IT,D6,2013,N,125000
2589,15000,RU,D6,2009,N,67281
2590,11350,FI,D6,2007,R,73000
2591,8400,LT,D6,2002,R,35500
2592,6600,LT,D6,2004,R,34900
2593,7000,LT,D6,2010,K,57800
2594,9900,LT,D6,2010,K,52500
2595,10000,LT,D6,2010,N,46500
2596,10000,LT,D6,2007,N,42500
2597,17954,NL,D6,2007,N,59800
2598,7000,LT,D6,2011,T,78000
2599,9188,BE,D6,2013,N,109000
2600,8262,DE,D6,2015,T,129900
2601,18216,NL,D6,2008,T,59800
2602,4400,RO,D6,2014,T,118000
2603,10669,DE,D6,2010,N,66500
2604,2900,DE,D6,2018,N,189000
2605,6594,BE,D6,2015,T,152000
2606,6502,NL,D6,2007,R,25000
2607,8960,DE,D6,2011,T,69748
2608,14442,DE,D6,2008,T,65000
2609,4823,DE,D6,2017,N,175000
2610,7336,GB,D6,2015,N,103000
2611,13493,NL,D6,2007,R,54500
2612,1960,NL,D6,2019,N,199500
2613,9420,CH,D6,2002,M,67369
2614,13331,NL,D6,2005,R,52500
2615,8854,NL,D6,2008,R,56750
2616,15324,NL,D6,2010,T,73900
2617,6468,DE,D6,2016,T,188200
2618,5256,DE,D6,2017,K,129900
2619,8966,UK,D6,2014,N,110446
2620,4908,NL,D6,2017,T,182500
2621,10055,NL,D6,2011,R,71700
2622,14471,NL,D6,2006,R,49800
2623,16696,NL,D6,2002,M,42500
2624,15725,NL,D6,2006,R,48500
2625,13337,NL,D6,2009,T,64950
2626,10100,NL,D6,2013,T,175000
2627,11200,NL,D6,2011,T,77500
2628,11221,NL,D6,2008,T,72000
2629,10863,NL,D6,2011,T,104900
2630,15135,NL,D6,2011,N,74800
2631,18000,DE,D6,2014,N,144000
2632,12000,DE,D6,2014,N,93900
2633,3745,NL,D6,2014,R,89800
2634,8455,NL,D6,2011,N,90500
2635,3933,NL,D6,2014,R,87800
2636,11000,NL,D6,2007,N,56900
2637,3570,DE,D6,2017,K,139900
2638,10032,CH,D6,2002,R,89500
2639,8121,LU,D6,2006,R,90000
2640,18743,LU,D6,2012,N,65600
2641,7950,LU,D6,2006,N,63600
2642,7935,DE,D6,2013,T,117000
2643,8560,DE,D6,2015,T,127500
2644,10997,DE,D6,2012,N,99500
2645,10189,DE,D6,2012,N,99600
2646,12489,LU,D6,2010,N,79900
2647,8521,LU,D6,2005,R,69500
2648,9668,LU,D6,2015,T,117900
2649,14367,LU,D6,2012,R,75000
2650,7581,LU,D6,2014,T,114600
2651,5586,LU,D6,2014,N,117000
2652,6322,IT,D6,2017,N,160000
2653,8649,IT,D6,2015,N,120000
2654,440,DE,D6,2018,K,185000
2655,2,DE,D6,2018,K,145000
2656,6,DE,D6,2016,T,188200
2657,5,DE,D6,2017,K,129900
2658,8,DE,D6,2014,T,129000
2659,4,DE,D6,2014,N,136000
2660,11,AT,D6,2007,N,61800
2661,13,FR,D6,2007,R,55000
2662,5,FR,D6,2017,N,195000
2663,3,FR,D6,2014,N,180000
2664,10,SE,D6,2010,T,103333
2665,16,RU,D6,2017,R,119113
2666,3,PL,D6,2019,N,224000
2667,8,PT,D6,2008,T,134000
2668,12,FR,D6,2007,R,67000
2669,11,FR,D6,2007,R,75000
2670,6,PL,D6,2016,N,175870
2671,9,RU,D6,2014,R,156720
2672,5,PL,D6,2014,N,149000
2673,14,PT,D6,2005,R,120000
2674,3,UK,D6,2015,K,116400
2675,3,PL,D6,2017,N,209627
2676,2,PL,D6,2019,N,209000
2677,3,DE,D6,2017,K,139900
2678,4,DE,D6,2017,N,175000
2679,1,PL,M318,2005,C,41890
2680,1,PL,M318,2005,C,41982
2681,3,DE,M318,2015,F,116000
2682,4,DE,M318,2016,F,112000
2683,5,PL,M318,2012,D,102732
2684,8,ES,M318,2014,F,106500
2685,8,ES,M318,2014,D,124500
2686,11,PL,M318,2009,D,66384
2687,12,PL,M318,2011,D,63772
2688,100,DE,M318,2004,C,4200
2689,527,PL,M318,2014,F,168107
2690,1788,DE,M318,2016,F,139500
2691,2652,FR,M318,2016,F,150000
2692,2656,PL,M318,2018,F,124500
2693,2674,PL,M318,2016,F,153000
2694,2682,DE,M318,2016,F,124900
2695,2687,NL,M318,2016,F,139500
2696,3200,ES,M318,2019,F,155000
2697,4142,PL,M318,2015,F,129000
2698,4181,CH,M318,2015,F,149696
2699,4280,ES,M318,2017,F,147000
2700,4475,LV,M318,2018,F,130000
2701,4829,ES,M318,2010,D,100000
2702,4883,ES,M318,2010,D,100000
2703,5048,LT,M318,2014,F,125000
2704,5101,DE,M318,2016,F,115000
2705,5141,FI,M318,2018,F,99000
2706,5148,GR,M318,2012,D,92000
2707,5409,NL,M318,2012,D,77900
2708,5411,HU,M318,2012,D,85650
2709,5589,NL,M318,2017,F,119500
2710,5768,DE,M318,2015,F,93900
2711,5865,PL,M318,2012,D,102732
2712,5900,PL,M318,2015,F,107400
2713,5958,DE,M318,2012,D,88000
2714,5963,DE,M318,2012,D,85000
2715,5968,DE,M318,2012,D,82500
2716,6050,FR,M318,2010,D,99000
2717,6200,PL,M318,2015,F,118600
2718,6250,PL,M318,2012,D,87726
2719,6500,DE,M318,2008,D,79900
2720,6589,DE,M318,2015,F,95900
2721,6751,HU,M318,2017,F,123230
2722,6800,PL,M318,2017,F,99000
2723,6831,PL,M318,2016,F,126000
2724,7000,PL,M318,2013,D,100000
2725,7000,LT,M318,2011,D,41500
2726,7080,DE,M318,2015,F,87900
2727,7214,DE,M318,2016,F,99000
2728,7300,PL,M318,2015,F,94000
2729,7310,NL,M318,2015,F,86800
2730,7539,PL,M318,2016,F,123000
2731,7543,DE,M318,2016,F,100500
2732,7600,UA,M318,2007,D,45000
2733,7700,ES,M318,2013,D,89000
2734,7738,BE,M318,2013,D,65000
2735,7791,HU,M318,2016,F,115360
2736,7820,NO,M318,2015,F,105251
2737,8000,PL,M318,2015,F,89708
2738,8000,SK,M318,2016,F,157000
2739,8124,NL,M318,2004,C,34500
2740,8130,PL,M318,2004,C,33500
2741,8300,DE,M318,2012,D,55000
2742,8314,DE,M318,2010,D,65000
2743,8497,AT,M318,2004,C,32900
2744,8500,PL,M318,2015,F,87804
2745,8575,DE,M318,2006,C,42500
2746,8619,HU,M318,2007,C,52000
2747,8630,PL,M318,2015,F,103000
2748,8914,IT,M318,2012,D,88000
2749,8915,PL,M318,2016,F,100000
2750,8920,PL,M318,2016,F,99000
2751,9000,DE,M318,2004,C,29500
2752,9197,DE,M318,2004,C,37900
2753,9200,PL,M318,2011,D,63670
2754,9228,LT,M318,2007,C,34000
2755,9231,LT,M318,2007,C,34500
2756,9243,DE,M318,2012,D,69900
2757,9360,DE,M318,2014,D,74500
2758,9384,NL,M318,2003,C,38900
2759,9400,DE,M318,2010,D,49000
2760,9502,NL,M318,2010,D,54250
2761,9547,LT,M318,2007,C,34500
2762,9600,DE,M318,2011,D,65000
2763,9690,CH,M318,2011,D,52900
2764,9703,DE,M318,2011,D,67900
2765,9731,DE,M318,2015,F,92000
2766,9900,PL,M318,2012,D,70243
2767,10000,DE,M318,2009,D,57773
2768,10000,PL,M318,2008,D,52590
2769,10000,RO,M318,2009,D,65000
2770,10050,PL,M318,2013,D,68500
2771,10106,NL,M318,2011,D,62000
2772,10134,DE,M318,2014,D,79000
2773,10178,NL,M318,2013,D,66800
2774,10200,DE,M318,2008,D,48500
2775,10220,PL,M318,2011,D,70700
2776,10250,DE,M318,2014,D,69900
2777,10356,PL,M318,2012,D,52890
2778,10363,NL,M318,2016,F,79500
2779,10382,DE,M318,2013,D,65000
2780,10500,PL,M318,2011,D,57478
2781,10500,DE,M318,2011,D,67500
2782,10526,NL,M318,2004,C,41900
2783,10600,PL,M318,2012,D,62684
2784,10667,DE,M318,2008,D,55950
2785,10670,PL,M318,2010,D,56154
2786,10694,NL,M318,2007,D,53800
2787,10740,DE,M318,2003,C,44500
2788,10995,PL,M318,2012,D,64208
2789,11000,UA,M318,2008,D,83200
2790,11000,PL,M318,2016,F,96369
2791,11006,NL,M318,2008,D,50900
2792,11058,UA,M318,2012,D,83000
2793,11099,HR,M318,2012,D,1
2794,11228,PL,M318,2006,C,39775
2795,11300,PL,M318,2013,D,69480
2796,11384,PL,M318,2009,D,66384
2797,11500,DE,M318,2009,D,60000
2798,11660,LV,M318,2014,F,86000
2799,11700,DE,M318,2007,D,53000
2800,11809,PL,M318,2006,C,44050
2801,12000,RO,M318,2008,D,53500
2802,12000,ES,M318,2008,D,65000
2803,12040,NL,M318,2005,C,39000
2804,12069,SI,M318,2011,D,60000
2805,12258,NL,M318,2004,C,37500
2806,12400,HU,M318,2013,D,62500
2807,12423,NL,M318,2009,D,54900
2808,12465,PL,M318,2013,D,60500
2809,12550,NL,M318,2012,D,61800
2810,12556,PL,M318,2011,D,63772
2811,12823,NL,M318,2014,D,62800
2812,12932,DE,M318,2008,D,49000
2813,12968,NL,M318,2012,D,64000
2814,12975,DE,M318,2006,C,42500
2815,13190,NL,M318,2012,D,69900
2816,13346,PL,M318,2004,C,29000
2817,13500,NL,M318,2006,C,54000
2818,13682,BE,M318,2010,D,59500
2819,13874,NL,M318,2004,C,39800
2820,14111,NL,M318,2008,D,46900
2821,14460,BE,M318,2009,D,54950
2822,15000,ES,M318,2005,C,55000
2823,15580,PL,M318,2011,D,32000
2824,15757,DE,M318,2005,C,42900
2825,16394,BE,M318,2009,D,44500
2826,16470,DE,M318,2004,C,34900
2827,16800,NL,M318,2010,D,51900
2828,17420,NL,M318,2011,D,46800
2829,18000,PL,M318,2005,C,40180
