index,working_hours,location,extension,model,const_year,price
1557,9667,NL,E,336,2013,109800
1558,12025,BE,E,336,2011,82000
1559,9723,DE,E,336,2013,99750
1560,7358,DE,E,336,2014,125900
1562,13227,NL,D,336,2011,96800
1563,4602,NL,E,336,2015,159000
1564,20978,NL,D,336,2011,57000
1565,9766,CH,E,336,2013,103045
1566,9664,CH,E,336,2013,101172
1567,3045,CH,NG,336,2018,293868
1568,8915,DE,F,336,2015,125000
1569,10037,RO,E,336,2014,85000
1570,9420,HU,E,336,2013,88900
1571,4943,FR,F,336,2016,195000
1572,10991,FR,E,336,2010,105000
1573,11514,AT,E,336,2013,93500
1574,11416,AT,E,336,2013,99000
1575,10100,NL,E,336,2014,30000
1576,11700,RO,F,336,2016,92000
1577,9750,TR,D,336,2013,106000
1578,9720,IS,E,336,2014,111579
1579,7864,PL,F,336,2016,127514
1580,20722,PL,D,336,2011,43948
1581,12603,PL,F,336,2016,85514
1582,11850,NL,F,336,2016,25000
1583,17045,NL,D,336,2012,67500
1584,8200,NO,E,336,2012,74572
1585,18000,TR,D,336,2012,57500
1586,11482,NL,E,336,2014,80800
1587,4780,DE,F,336,2018,187500
1588,8548,DE,F,336,2016,135900
1589,10771,DE,E,336,2014,109900
1590,7933,DE,F,336,2016,135900
1591,7250,UA,F,336,2016,136500
1592,5568,FR,E,336,2015,149000
1593,10500,RU,D,336,2013,98391
1594,8293,BE,D2,336,2015,99000
1595,12485,TR,D,336,2012,77000
1596,9535,TR,D,336,2012,99000
1597,1061,NL,D2,336,2017,184800
1598,1148,NL,D2,336,2017,184800
1599,3209,DE,F,336,2018,249900
1600,8280,DE,D,336,2012,105500
1601,3300,DE,F,336,2018,245000
1602,7850,NL,F,336,2016,148500
1603,7123,PL,D2,336,2015,94450
1604,8500,NO,E,336,2013,77900
1605,3904,NL,F,336,2018,195000
1606,11201,PL,F,336,2015,22
1607,12672,NL,E,336,2014,84800
1608,8803,LT,F,336,2015,132300
1609,2524,FR,F,336,2016,550000
1610,13192,DE,D,336,2011,92900
1611,16648,SE,D,336,2011,56789
1612,10517,DE,D,336,2010,79900
1613,10050,NL,E,336,2013,77500
1614,4872,IT,F,336,2017,200000
1615,4624,IT,F,336,2017,205000
1616,7500,SE,F,336,2015,174130
1617,11500,IT,D,336,2011,70000
1618,7932,DE,F,336,2016,135000
1619,2300,BE,F,336,2017,195000
1620,2689,BE,F,336,2018,234000
1621,9580,DK,E,336,2014,128022
1622,13500,IT,D,336,2010,70000
1623,9072,NL,E,336,2013,81800
1624,14300,CZ,D,336,2011,75000
1625,10791,NL,E,336,2013,89800
1626,5473,DE,F,336,2017,169000
1627,9862,NL,D,336,2011,58500
1628,8922,NL,D,336,2010,62500
1629,560,UA,F,336,2015,325800
1630,6316,BE,D,336,2017,129000
1631,5697,BE,D,336,2018,129000
1632,9215,NL,D,336,2012,64500
1633,9302,NL,D,336,2012,59500
1634,9464,NL,D,336,2011,62500
1635,11873,NL,E,336,2014,79800
1636,7153,DE,F,336,2016,143500
1637,13177,EE,D,336,2011,79500
1638,1238,NL,NG,336,2019,189900
1639,11500,DE,E,336,2014,105000
1640,6943,DE,E,336,2013,94000
1641,4993,DE,F,336,2017,329000
1642,11786,DE,F,336,2016,87563
1643,5180,ES,D,336,2015,185000
1644,13188,PL,D,336,2010,78856
1645,8730,ES,E,336,2015,170000
1646,6981,PL,E,336,2014,117506
1647,10687,PL,E,336,2012,86408
1648,8908,PL,E,336,2014,90851
1649,6800,DE,E,336,2014,129000
1650,10770,DE,E,336,2014,99900
1651,16165,TR,D2,336,2015,80000
1652,4926,BE,D2,336,2016,141500
1653,10500,DE,E,336,2012,99950
1654,9417,DE,D,336,2010,96000
1655,8280,DE,D,336,2011,105500
1656,5767,ES,F,336,2015,188000
1657,7096,UK,E,336,2015,113636
1658,5455,ES,F,336,2015,189900
1659,9066,NL,E,336,2014,99750
1660,11036,SE,D,336,2011,86547
1661,5375,PL,F,336,2017,175037
1662,2710,PL,F,336,2017,219907
1663,9008,PL,E,336,2014,89744
1664,12219,DE,D,336,2010,67900
1665,7350,DE,E,336,2014,129000
1666,9738,ES,E,336,2012,133500
1667,21991,ES,D,336,2010,58000
1669,14000,FI,E,336,2015,115000
1670,10680,FI,E,336,2014,115000
1671,9336,IT,E,336,2014,147000
1672,8797,LT,F,336,2015,132000
1673,8500,PL,D,336,2009,144200
1674,11869,EE,E,336,2014,84500
1675,16910,NL,D,336,2011,56800
1676,6539,BE,D2,336,2016,137500
1677,13000,PL,D,336,2012,65000
1678,7119,PL,D2,336,2015,108500
1679,10163,NL,D,336,2011,58500
1680,11300,NL,D,336,2010,58000
1681,13070,NO,E,336,2014,88938
1682,17284,NL,D,336,2011,93800
1683,10200,NO,E,336,2013,83430
1684,14663,TR,D,336,2013,74000
1685,8678,NL,D2,336,2015,126000
1686,9862,UA,D,336,2011,85000
1687,19644,NL,E,336,2013,72800
1688,6682,BE,D2,336,2015,135000
1689,8411,NL,E,336,2014,115000
1690,9319,NL,D,336,2010,62500
1691,13256,NL,E,336,2013,114500
1692,5,NL,D,336,2018,144800
1693,6,UA,D,336,2017,178200
1694,5,NL,D,336,2018,159800
1695,1,LT,NG,336,2021,275000
1696,5,NL,D,336,2018,269800
1697,3,TR,D2,336,2017,180000
1698,5,NL,D,336,2018,169800
1699,1,ES,K,950,2015,3719
1700,4,NL,H,950,2016,91200
1701,5,AT,M,950,2016,120000
1702,5,FR,M,950,2018,150000
1703,6,FR,M,950,2017,129000
1704,7,DE,GC,950,2014,147500
1705,9,FR,K,950,2012,80000
1706,9,UK,M,950,2016,80536
1707,11,DE,H,950,2010,59750
1708,14,UK,M,950,2015,60237
1711,608,DE,M,950,2019,172000
1712,803,CZ,M,950,2015,161522
1713,1015,FR,GC,950,2018,165000
1714,1017,DE,GC,950,2019,149000
1715,1023,PL,GC,950,2018,165500
1716,1100,DE,GC,950,2018,139000
1717,1250,AT,GC,950,2018,142000
1718,1469,FR,GC,950,2020,180000
1719,1516,FR,GC,950,2019,278000
1720,1529,FR,GC,950,2019,167000
1721,1621,PL,M,950,2018,172823
1722,1688,PL,GC,950,2018,117000
1723,1699,PL,GC,950,2018,128700
1724,1728,PL,H,950,2008,56660
1725,2060,DE,M,950,2018,91000
1726,2072,BE,M,950,2018,167000
1727,2083,FR,GC,950,2018,155000
1728,2130,GB,GC,950,2019,148508
1729,2146,DE,M,950,2018,124900
1730,2182,FR,M,950,2019,206000
1731,2306,FR,M,950,2019,200000
1732,2462,NL,GC,950,2019,109500
1733,2464,DE,GC,950,2019,111500
1734,2850,UA,GC,950,2019,155000
1735,3000,BE,GC,950,2017,129000
1736,3050,NL,GC,950,2017,119500
1737,3060,NL,GC,950,2017,115000
1738,3068,FR,M,950,2017,150000
1739,3153,TR,GC,950,2021,128000
1740,3289,NL,M,950,2019,147500
1741,3300,PL,GC,950,2019,131416
1742,3400,TR,GC,950,2017,115000
1743,3705,CH,M,950,2017,146436
1744,3803,TR,GC,950,2020,113000
1745,3849,LT,M,950,2016,137500
1746,3985,LT,G,950,2018,120400
1747,4356,NL,M,950,2018,145000
1748,4674,FR,M,950,2017,162000
1749,4692,NL,GC,950,2017,97750
1750,4850,DE,M,950,2017,142000
1751,5000,FR,M,950,2017,156000
1752,5015,IT,M,950,2016,115000
1753,5205,TR,GC,950,2020,116000
1754,5250,UA,H,950,2011,85000
1755,5321,FR,M,950,2018,150000
1756,5400,EE,G,950,2018,115000
1757,5440,LT,M,950,2015,117000
1758,5474,ES,M,950,2017,129000
1759,5600,LT,K,950,2014,50500
1760,5700,UK,M,950,2016,113900
1761,5841,FR,M,950,2017,150000
1762,5870,UA,M,950,2016,99000
1763,5876,DE,M,950,2016,97000
1764,5950,ES,G,950,2017,109000
1765,5972,GR,M,950,2016,127983
1766,6000,ES,M,950,2018,130000
1767,6024,ES,M,950,2017,124500
1768,6100,IT,GC,950,2017,146065
1769,6100,RU,G,950,2020,95886
1770,6205,DE,G,950,2005,49900
1771,6340,RO,L,950,2018,120000
1772,6440,PL,M,950,2017,89000
1773,6534,EE,K,950,2013,98800
1774,6592,FR,K,950,2013,77900
1775,6645,FR,M,950,2017,129000
1776,6658,DE,M,950,2016,114000
1777,6700,EE,K,950,2013,85000
1778,6709,PL,M,950,2016,85000
1779,6739,NL,M,950,2016,105000
1780,6750,AT,M,950,2016,125000
1781,6777,TR,L,950,2018,119000
1782,6795,GB,GC,950,2019,87571
1783,6859,ES,M,950,2017,139000
1784,6888,BE,GC,950,2017,102000
1785,6900,PL,M,950,2017,153000
1786,6900,BE,M,950,2017,134000
1787,7036,AT,M,950,2016,98000
1788,7040,PL,M,950,2016,87158
1789,7046,IT,M,950,2018,168000
1790,7084,NO,G,950,2005,48959
1791,7135,NL,K,950,2012,71500
1792,7242,PL,M,950,2016,80000
1793,7400,NL,H,950,2007,89000
1794,7431,LT,M,950,2015,112000
1795,7450,TR,GC,950,2017,135000
1796,7478,CH,M,950,2015,110076
1797,7485,BE,M,950,2015,110000
1798,7504,FR,M,950,2016,125000
1799,7506,NL,M,950,2016,82900
1800,7609,DE,M,950,2017,135000
1801,7644,DE,K,950,2014,74890
1802,7705,NL,M,950,2019,109000
1803,7743,DE,K,950,2013,99000
1804,7750,DE,K,950,2013,92300
1805,7820,ES,H,950,2011,105000
1806,7841,FR,K,950,2014,81900
1807,7884,NL,H,950,2009,58900
1808,7923,SE,K,950,2012,85262
1809,8000,FR,M,950,2016,120000
1810,8000,NL,H,950,2012,75000
1811,8010,IT,M,950,2017,105000
1812,8275,DE,M,950,2016,89000
1813,8400,DE,H,950,2007,69850
1814,8576,BE,M,950,2017,122000
1815,8669,FR,K,950,2012,98000
1816,8696,PT,K,950,2012,101750
1817,8800,ES,K,950,2014,65000
1818,8839,NL,H,950,2011,61000
1819,8896,NL,M,950,2016,97900
1820,8899,LU,K,950,2014,68400
1821,8939,ES,M,950,2015,125000
1822,8948,DE,G,950,2004,49500
1823,8957,DE,M,950,2018,93900
1824,8959,NL,H,950,2007,55900
1825,8980,NL,M,950,2016,82500
1826,9000,NL,H,950,2007,49000
1827,9000,RO,K,950,2014,68000
1828,9130,SK,M,950,2016,109000
1829,9161,PT,M,950,2016,113000
1830,9203,PL,M,950,2016,132000
1831,9229,FR,K,950,2012,80000
1832,9262,IT,M,950,2017,128000
1833,9288,PT,M,950,2016,79000
1834,9329,NO,M,950,2016,87181
1835,9349,UK,M,950,2016,87685
1836,9446,NL,M,950,2015,81000
1837,9450,PL,M,950,2015,127000
1838,9500,DE,M,950,2017,105000
1839,9500,NL,M,950,2015,79900
1840,9500,DE,H,950,2006,42950
1841,9502,LV,M,950,2015,80000
1842,9510,DE,G,950,2005,46900
1843,9520,FR,K,950,2014,88000
1844,9558,DE,M,950,2016,98950
1845,9584,ES,K,950,2012,75000
1846,9585,NL,H,950,2011,51800
1847,9598,NL,M,950,2015,77900
1848,9700,NL,M,950,2015,67500
1849,9714,GB,K,950,2014,85439
1850,9750,GB,M,950,2016,104824
1851,9755,UK,M,950,2016,78917
1852,9775,NL,H,950,2010,49500
1853,9778,UK,M,950,2016,69764
1854,9800,ES,H,950,2011,78000
1855,9818,DE,H,950,2008,75900
1856,10000,DE,H,950,2006,49800
1857,10000,PL,M,950,2016,72085
1858,10001,NL,H,950,2009,48950
1859,10009,DE,H,950,2010,55000
1860,10014,BE,M,950,2016,79000
1861,10042,NL,H,950,2006,49800
1862,10095,DE,M,950,2015,85900
1863,10100,DE,K,950,2014,69000
1864,10200,PL,M,950,2015,72829
1865,10242,NL,H,950,2007,54800
1866,10251,EE,H,950,2005,43900
1867,10256,NL,H,950,2005,48900
1868,10293,BE,M,950,2017,105000
1869,10347,DE,G,950,2005,65000
1870,10348,NO,M,950,2016,91085
1871,10395,NL,M,950,2015,66900
1872,10400,NL,K,950,2012,54900
1873,10400,BE,M,950,2016,77000
1874,10414,NL,M,950,2017,79500
1875,10440,PL,K,950,2014,60660
1876,10520,NL,M,950,2015,89500
1877,10559,ES,H,950,2010,66000
1878,10691,NL,M,950,2018,89500
1879,10693,NL,H,950,2007,50800
1880,10787,NL,H,950,2011,46800
1881,10800,DE,M,950,2018,99000
1882,11000,ES,G,950,2002,36000
1883,11000,PL,K,950,2015,60908
1884,11000,LU,K,950,2015,61500
1885,11068,NL,H,950,2013,52800
1886,11142,NL,M,950,2015,74500
1887,11280,ES,G,950,2002,32644
1888,11337,NL,H,950,2008,48300
1889,11390,NL,M,950,2021,69900
1890,11390,NL,M,950,2016,71500
1891,11400,DE,K,950,2012,61500
1892,11444,NL,M,950,2015,69850
1893,11526,ES,M,950,2015,88800
1894,11569,DE,H,950,2010,59750
1895,11575,NL,M,950,2015,69800
1896,11636,NL,H,950,2010,62800
1897,11636,DE,H,950,2010,61900
1898,11700,DE,M,950,2015,75900
1899,11778,NL,K,950,2012,69800
1900,11900,RO,H,950,2011,66000
1901,11910,UK,K,950,2014,54875
1902,11978,DE,H,950,2011,85000
1903,12000,DE,G,950,2005,42500
1904,12000,ES,K,950,2015,99000
1905,12000,RO,H,950,2010,39900
1906,12091,ES,M,950,2016,107000
1907,12133,DE,H,950,2010,50900
1908,12200,PL,K,950,2013,65822
1909,12406,BE,M,950,2015,65000
1910,12406,NL,M,950,2015,74900
1911,12490,FR,H,950,2008,59500
1912,12500,PL,G,950,2004,41736
1913,12500,DE,H,950,2008,55500
1914,12582,DE,H,950,2008,59000
1915,12600,AT,G,950,2003,41500
1916,12600,DE,H,950,2007,53900
1917,12600,IT,H,950,2010,57000
1918,12643,NO,M,950,2016,82942
1919,12871,NL,H,950,2010,59800
1920,12960,DE,H,950,2010,58950
1921,13100,DE,H,950,2008,57600
1922,13179,HU,H,950,2011,44500
1923,13200,NL,H,950,2010,49900
1924,13200,BE,G,950,2003,35750
1925,13226,PL,G,950,2004,38227
1926,13242,NL,H,950,2009,55900
1927,13338,LV,G,950,2003,45000
1928,13394,DE,G,950,2002,44850
1929,13400,NL,H,950,2007,46900
1930,13409,BE,G,950,2002,5000
1931,13500,LU,K,950,2012,57450
1932,13633,NL,H,950,2009,55900
1933,13653,NL,M,950,2016,79000
1934,13756,NL,M,950,2016,77500
1935,13834,FR,H,950,2009,54000
1936,13838,NL,H,950,2011,51800
1937,13900,NL,H,950,2008,46900
1938,13936,NL,K,950,2013,69800
1939,13988,NL,H,950,2009,37800
1940,14000,FR,H,950,2007,64000
1941,14000,DE,M,950,2017,165000
1942,14082,DE,H,950,2007,39900
1943,14155,NL,H,950,2011,56800
1944,14270,NL,K,950,2012,30000
1945,14270,RO,K,950,2012,25000
1946,14283,RO,G,950,2002,21700
1947,14324,DE,H,950,2010,49500
1948,14638,NL,G,950,2004,41800
1949,14667,NL,G,950,2003,43750
1950,14669,NL,K,950,2013,59900
1951,14823,FR,G,950,2002,13824
1952,14900,BE,M,950,2015,60900
1953,14956,DE,M,950,2015,62500
1954,15000,DE,G,950,2003,56000
1955,15078,NL,K,950,2014,54800
1956,15245,NL,H,950,2010,51800
1957,15500,DE,K,950,2015,58500
1958,15707,PL,G,950,2003,50000
1959,15810,IT,M,950,2016,70000
1960,15915,GB,K,950,2014,53745
1961,15917,GB,K,950,2014,42448
1962,16000,ES,H,950,2011,64000
1963,16056,DE,G,950,2005,58000
1964,16071,DE,H,950,2007,38900
1965,16100,AT,H,950,2006,39850
1966,16110,FR,H,950,2006,46900
1967,16578,NL,G,950,2004,39500
1968,16821,FR,H,950,2007,47900
1969,17120,NL,K,950,2013,59500
1970,17188,RO,G,950,2004,36000
1971,17500,HU,G,950,2005,32722
1972,17900,IT,H,950,2006,46000
1973,18000,GB,G,950,2002,31803
1974,18000,TR,H,950,2010,50000
1975,18495,ES,K,950,2013,58000
1976,18586,ES,K,950,2014,60000
1977,18772,BE,H,950,2007,61600
1978,19000,ES,H,950,2007,47000
1979,19000,ES,G,950,2005,35000
1980,19062,NL,H,950,2009,55000
1981,19736,NL,H,950,2007,51800
1982,20000,BE,G,950,2003,35900
1983,20209,ES,G,950,2003,40000
1984,21406,NL,H,950,2010,39900
1985,21569,NL,G,950,2003,42800
1986,22000,PL,H,950,2006,38915
1987,22964,ES,H,950,2006,44500
1988,10000,NL,K,966,2013,69000
1989,15263,RU,H,966,2014,140908
1991,25521,DE,H,966,2009,59500
1992,14500,NL,H,966,2007,79500
1993,14234,NL,M,966,2015,89500
1994,13043,NL,K,966,2013,82800
1995,11041,NL,M,966,2016,102900
1996,15916,FR,K,966,2013,73900
1997,10484,NL,M,966,2016,99500
1998,5119,DE,H,966,2011,130000
1999,17000,BE,M,966,2016,75500
2000,14029,NL,K,966,2013,76500
2001,8230,ES,K,966,2014,139000
2002,14051,NL,M,966,2016,89900
2003,6931,ES,M,966,2014,139000
2004,10017,NL,M,966,2015,102800
2005,9050,ES,M,966,2014,143500
2006,8500,AT,M,966,2016,133000
2007,4988,NL,M,966,2019,199500
2008,7400,ES,M,966,2015,139000
2009,13611,PL,K,966,2014,90499
2011,13313,NL,K,966,2014,79800
2012,9925,ES,M,966,2016,150000
2013,17500,UK,H,966,2010,89870
2014,13759,NL,K,966,2012,73900
2015,8514,AT,M,966,2017,163000
2017,9702,NL,K,966,2013,84900
2018,4909,FR,M,966,2019,230000
2019,14799,RO,M,966,2016,98900
2020,8300,SK,K,966,2014,98000
2021,14623,DE,K,966,2013,76500
2022,14848,NL,K,966,2012,85000
2023,8230,FR,K,966,2014,109000
2024,9590,AT,M,966,2017,159000
2025,16034,NL,M,966,2014,99500
2026,13300,DE,K,966,2013,73000
2027,12700,CZ,K,966,2012,83000
2028,18472,NL,K,966,2014,74500
2029,12490,ES,L,966,2017,214534
2030,6742,GB,M,966,2015,188339
2031,18000,TR,H,966,2008,65000
2032,8359,ES,M,966,2018,129000
2033,3069,ES,M,966,2015,145000
2034,11971,NL,K,966,2013,79900
2035,11630,ES,L,966,2017,224719
2036,5451,BE,H,966,2010,93000
2037,9894,GB,M,966,2018,119411
2038,13791,NL,K,966,2013,72800
2039,15238,DE,G,966,2004,79000
2040,13954,FR,M,966,2012,135268
2041,12820,ES,L,966,2017,210961
2042,7374,NL,M,966,2016,129500
2043,12200,PT,K,966,2013,78500
2044,14050,NL,K,966,2013,71500
2045,8498,RO,M,966,2014,116900
2046,18000,LV,K,966,2011,79000
2047,10076,DE,M,966,2017,105000
2048,14390,HU,K,966,2012,76600
2049,13298,NL,M,966,2015,92500
2050,3087,PL,M,966,2019,211000
2051,21071,GB,G,966,2002,59044
2052,8230,NL,M,966,2017,129000
2053,28000,TR,H,966,2006,70000
2055,9746,RO,M,966,2015,84500
2056,1570,UA,H,966,2018,145000
2057,8077,DE,M,966,2018,136900
2058,9607,NL,K,966,2013,79500
2059,12500,ES,K,966,2012,96500
2060,6800,DE,M,966,2017,135000
2061,20000,TR,H,966,2014,98000
2062,14700,DE,K,966,2013,89000
2063,8359,NL,M,966,2016,124500
2064,9645,UK,M,966,2016,117154
2065,13569,NL,M,966,2015,98000
2066,23108,NL,K,966,2011,72500
2067,9100,NL,K,966,2014,79500
2068,14457,DE,M,966,2015,92000
2069,16400,DK,K,966,2012,53000
2070,13748,NL,M,966,2014,86500
2071,10182,DE,K,966,2014,73700
2072,6549,FR,K,966,2013,95000
2073,6880,DE,K,966,2013,102350
2074,8514,NL,M,966,2017,129800
2075,9284,AT,M,966,2017,138500
2076,11300,FR,K,966,2010,75000
2077,14775,NL,M,966,2015,84900
2078,12410,FR,G,966,2005,13522
2079,8962,DE,M,966,2015,89000
2080,8084,NL,M,966,2015,112500
2081,11509,HR,K,966,2013,72500
2082,7794,FR,M,966,2016,160000
2083,15950,DE,K,966,2013,71500
2084,9113,ES,K,966,2014,98500
2085,8969,ES,M,966,2016,153500
2086,8140,ES,K,966,2013,109000
2087,6257,ES,M,966,2017,175500
2088,6062,DE,K,966,2012,88500
2089,2530,FR,M,966,2018,230000
2090,5053,BE,G,966,2002,77500
2091,10015,NL,M,966,2015,86500
2092,8856,NL,M,966,2016,117500
2093,12009,DE,M,966,2015,79000
2094,10941,DE,M,966,2016,95000
2095,8500,DE,M,966,2015,105000
2096,18000,FR,H,966,2008,70250
2097,11380,DE,H,966,2010,79900
2098,16351,NL,H,966,2009,74500
2099,5440,FR,K,966,2013,150000
2100,18466,NL,M,966,2015,67500
2101,12135,DE,M,966,2015,73900
2102,11691,DE,K,966,2014,72500
2103,14615,NL,K,966,2012,59800
2104,8891,ES,K,966,2012,92000
2105,6568,IT,M,966,2017,153000
2106,13153,DE,M,966,2016,87500
2107,9812,DE,K,966,2014,84500
2108,10292,DE,M,966,2016,75000
2109,5426,CH,M,966,2016,164193
2110,14248,AT,K,966,2012,65000
2111,19000,NL,M,966,2014,54500
2112,12546,NL,K,966,2014,69900
2113,9510,BE,M,966,2017,103000
2114,7461,PL,M,966,2017,761000
2115,10137,FR,K,966,2012,82000
2116,11289,FR,K,966,2010,59000
2117,24600,TR,G,966,2003,64900
2118,12781,DE,K,966,2014,66500
2119,6395,DE,M,966,2018,160000
2120,3615,PL,M,966,2015,178237
2121,8528,NL,M,966,2015,86500
2122,12410,RO,G,966,2005,23500
2123,11500,ES,K,966,2013,78000
2124,18000,NL,M,966,2015,67500
2125,9850,FR,M,966,2015,95000
2126,5439,FR,K,966,2013,99000
2127,10573,BE,M,966,2016,67000
2128,9533,NL,H,966,2008,65000
2129,12062,FR,K,966,2013,80000
2130,15300,IT,M,966,2014,70000
2131,8800,DE,M,966,2016,125000
2132,20000,TR,H,966,2008,68000
2133,10976,DE,M,966,2015,81900
2134,15663,GR,H,966,2010,80000
2135,15960,ES,M,966,2015,75000
2136,14792,EE,M,966,2016,84000
2138,10600,PT,M,966,2015,95000
2139,6000,RO,H,966,2015,75000
2140,13269,BE,K,966,2012,63500
2141,10500,BE,M,966,2014,79500
2142,9266,NL,H,966,2008,65000
2143,9344,ES,M,966,2014,120000
2144,16020,UK,M,966,2014,76144
2145,7757,RU,L,966,2020,172942
2146,11930,GR,M,966,2015,1
2147,7500,PL,M,966,2015,96900
2148,5346,BE,M,966,2019,223000
2149,13370,DE,K,966,2013,69000
2150,13601,DE,K,966,2014,79000
2151,7370,DE,M,966,2016,95000
2152,8899,DE,M,966,2017,119000
2153,8328,FR,M,966,2016,150000
2154,14000,GR,K,966,2012,92000
2155,12430,RU,L,966,2017,140932
2156,6961,FR,M,966,2015,190000
2157,5439,DE,K,966,2013,109500
2158,11177,DE,K,966,2011,69000
2159,6700,DE,M,966,2017,125000
2160,9185,CH,K,966,2014,91842
2161,19589,CH,M,966,2014,54734
2162,9246,FR,K,966,2013,79000
2163,8520,FR,G,966,2005,13522
2164,6555,ES,K,966,2013,108000
2165,4600,RO,M,966,2016,119000
2166,9300,SK,M,966,2016,104000
2167,9990,DE,M,966,2015,89999
2168,6773,DE,M,966,2017,129900
2169,7967,DE,M,966,2018,117900
2170,7982,DE,M,966,2018,127900
2171,17900,FI,K,966,2011,68000
2172,10800,IT,M,966,2017,183000
2173,10678,IT,M,966,2016,135000
2174,5751,BE,M,966,2017,178000
2175,10880,DE,M,966,2016,99000
2176,7924,DE,M,966,2016,90000
2177,13710,DE,K,966,2014,66000
2178,10500,UA,M,966,2016,91500
2179,9100,ES,M,966,2014,113000
2180,6051,DE,M,966,2017,139000
2181,9793,DE,H,966,2008,89950
2182,5349,DE,K,966,2012,135000
2183,12334,DE,M,966,2015,85000
2184,12500,DE,G,966,2003,59850
2186,7500,SK,K,966,2014,114000
2187,7925,DE,H,966,2006,69850
2188,6322,GR,M,966,2015,140000
2190,8980,GR,M,966,2015,1
2191,6174,ES,M,966,2015,135000
2192,10657,ES,M,966,2015,94000
2193,8571,FR,M,966,2014,115000
2194,7155,NL,M,966,2015,92800
2195,6460,NL,M,966,2018,145000
2196,8542,NL,M,966,2017,119000
2197,11284,NL,M,966,2014,79900
2198,4610,DE,M,966,2017,149000
2199,16868,DE,K,966,2014,59000
2200,9967,DE,G,966,2013,55900
2201,9101,FR,K,966,2011,85000
2202,10674,PL,M,966,2015,87437
2203,11113,ES,K,966,2013,79900
2204,13380,ES,M,966,2016,120000
2205,8884,PL,M,966,2016,108245
2206,13421,IE,K,966,2012,80000
2207,710,PL,M,966,2017,157165
2208,14791,ES,M,966,2016,97500
2209,10134,FR,K,966,2012,85000
2210,13325,PL,K,966,2013,78000
2211,7877,ES,M,966,2015,151500
2212,8323,PT,M,966,2014,148000
2213,14000,GR,K,966,2011,1
2214,9882,GR,M,966,2018,147000
2215,7025,ES,H,966,2007,75000
2216,14000,IT,K,966,2012,65000
2217,4409,BE,M,966,2019,215000
2218,7400,NL,M,966,2016,139000
2219,12600,NL,K,966,2012,65000
2220,12845,NL,K,966,2011,58500
2221,12200,DE,K,966,2014,66500
2222,5200,NL,M,966,2015,155000
2223,6137,PL,M,966,2017,140000
2224,7662,FR,M,966,2016,180000
2225,7410,PL,M,966,2017,182000
2226,5440,FR,K,966,2014,150000
2227,7834,FR,K,966,2014,165000
2228,9675,FR,M,966,2016,155000
2229,12283,FR,K,966,2011,110000
2230,13567,PL,K,966,2012,64000
2231,11500,PL,K,966,2012,65000
2232,1370,BE,M,966,2019,245000
2233,11074,LU,M,966,2015,85000
2234,12133,DE,K,966,2012,72500
2235,3500,DE,M,966,2017,168000
2236,10558,BE,M,966,2016,69500
2237,11654,DE,K,966,2012,69000
2238,1782,BE,M,966,2019,209000
2239,14179,NL,K,966,2013,56800
2240,9943,DE,M,966,2015,94000
2241,8967,DE,M,966,2016,121800
2242,10995,DE,M,966,2015,77000
2243,8449,DE,M,966,2017,126000
2244,9629,NL,M,966,2015,81800
2245,10700,FR,K,966,2013,89000
2246,10235,DE,M,966,2014,115000
2247,6350,DE,M,966,2016,118000
2248,8150,DE,M,966,2015,84500
2249,6612,NL,K,966,2013,74500
2250,8951,BE,M,966,2014,99000
2251,10867,CH,K,966,2012,61900
2252,10539,IT,M,966,2017,183000
2253,8070,IT,M,966,2017,140000
2254,19902,FI,K,966,2012,75000
2255,12900,PT,M,966,2014,84500
2256,13164,IT,M,966,2014,89000
2257,8000,ES,K,966,2013,89000
2258,10000,ES,M,966,2014,95000
2259,1300,PL,M,966,2018,220584
2260,14390,PL,K,966,2012,74600
2261,15500,FR,K,966,2008,50000
2262,11400,PT,K,966,2013,163000
2263,9283,FR,K,966,2012,78000
2264,10158,NL,K,966,2014,64800
2265,9924,BE,K,966,2011,92000
2266,12055,NL,M,966,2015,82500
2267,20000,TR,H,966,2011,1000
2268,21000,TR,H,966,2014,100000
2269,9750,FR,M,966,2015,113000
2270,17700,BE,K,966,2013,57000
2271,11300,TR,H,966,2011,60000
2272,11014,DE,G,966,2005,56950
2273,7949,BE,M,966,2014,119000
2274,14847,NL,K,966,2013,59800
2275,1812,FR,M,966,2019,250000
2276,11,DE,K,966,2011,69000
2277,6,DE,M,966,2017,139000
2278,5,DE,M,966,2020,259500
2279,50,UA,L,966,2017,255000
2280,9,UK,K ,966,2014,70278
2281,5,DE,M,966,2016,259500
2282,6,NL,M,966,2018,145000
2283,4,DE,M,966,2017,149000
2284,11,PT,K,966,2013,163000
2285,7,ES,M,966,2015,151500
2286,12,FR,K,966,2011,110000
2287,9,UK,M,966,2016,98940
2288,5,FR,K,966,2014,150000
2289,10,UK,K,966,2014,69840
2290,10,FR,K,966,2012,85000
2291,7,PL,M,966,2017,182000
2292,7,FR,M,966,2016,180000
2293,8,PT,M,966,2014,148000
2294,4,BE,M,966,2019,215000
2295,1,FR,M,966,2019,250000
2296,7,PT,M,966,2016,148500
2297,1,BE,M,966,2019,245000
2298,9,FR,M,966,2016,155000
2299,7,FR,K,966,2014,165000
2300,8,DE,M,966,2017,126000
2301,8,DE,M,966,2016,121800
2302,9,DE,M,966,2015,94000
2303,10,DE,M,966,2014,115000
